"ABV","IBU","Name","Style","Brewery","City","State","Category"
"1790",5.5,20,"Oktoberfest","Märzen / Oktoberfest","SanTan Brewing Company","Chandler"," AZ","Traditional Germanic"
"1791",5,15,"SunSpot Golden Ale","American Blonde Ale","SanTan Brewing Company","Chandler"," AZ","Ale"
"1792",6,25,"I.W.A. (2011)","American Pale Wheat Ale","SanTan Brewing Company","Chandler"," AZ","Ale"
"1793",6.5,52,"Supermonk I.P.A.","Belgian IPA","SanTan Brewing Company","Chandler"," AZ","Traditional Germanic"
"1794",5.5,20,"Epicenter Amber Ale","American Amber / Red Ale","SanTan Brewing Company","Chandler"," AZ","Ale"
"1795",5,15,"SanTan HefeWeizen","Hefeweizen","SanTan Brewing Company","Chandler"," AZ","Traditional Germanic"
"1796",7,85,"Hop Shock IPA","American IPA","SanTan Brewing Company","Chandler"," AZ","Ale"
"1797",6.9,20,"Sex Panther (2014)","American Porter","SanTan Brewing Company","Chandler"," AZ","Ale"
"1798",5.5,45,"Devil’s Ale","American Pale Ale (APA)","SanTan Brewing Company","Chandler"," AZ","Ale"
"1799",8.1,36,"Rail Slide Imperial Spiced Ale","Herbed / Spiced Beer","SanTan Brewing Company","Chandler"," AZ","Other"
"1800",5,20,"Mr. Pineapple","Fruit / Vegetable Beer","SanTan Brewing Company","Chandler"," AZ","Other"
"1801",5.5,45,"American Idiot Ale (2012)","American Pale Ale (APA)","SanTan Brewing Company","Chandler"," AZ","Ale"
"1802",7,85,"Hop Shock IPA (2010)","American IPA","SanTan Brewing Company","Chandler"," AZ","Ale"
"1803",5,15,"SanTan HefeWeizen (2010)","Hefeweizen","SanTan Brewing Company","Chandler"," AZ","Traditional Germanic"
"1804",5.5,45,"Devil’s Ale (2010)","American Pale Ale (APA)","SanTan Brewing Company","Chandler"," AZ","Ale"
"1805",5.5,20,"Epicenter Amber Ale (2010)","American Amber / Red Ale","SanTan Brewing Company","Chandler"," AZ","Ale"
"1806",5.8,20,"Sanitas Saison Ale","Saison / Farmhouse Ale","Sanitas Brewing Company","Boulder"," CO","Other"
"1807",6.8,65,"Sanitas Black IPA","American Black Ale","Sanitas Brewing Company","Boulder"," CO","Ale"
"1808",8.9,88,"Giant DIPA","American Double / Imperial IPA","Santa Cruz Mountain Brewing","Santa Cruz"," CA","Ale"
"1809",5.4,22,"Dread Brown Ale","American Brown Ale","Santa Cruz Mountain Brewing","Santa Cruz"," CA","Ale"
"1810",7,66,"Casinos IPA","English India Pale Ale (IPA)","Santa Cruz Mountain Brewing","Santa Cruz"," CA","Ale"
"1811",5.5,30,"Saison 88","Saison / Farmhouse Ale","Santa Fe Brewing Company","Santa Fe"," NM","Other"
"1812",7.1,95,"Black IPA","American Black Ale","Santa Fe Brewing Company","Santa Fe"," NM","Ale"
"1813",4.5,41,"Santa Fe Irish Red Ale","Irish Red Ale","Santa Fe Brewing Company","Santa Fe"," NM","Ale"
"1814",NA,NA,"Santa Fe Oktoberfest","Märzen / Oktoberfest","Santa Fe Brewing Company","Santa Fe"," NM","Traditional Germanic"
"1815",8,88,"Imperial Java Stout","Russian Imperial Stout","Santa Fe Brewing Company","Santa Fe"," NM","Ale"
"1816",5.5,52,"Freestyle Pilsner","German Pilsener","Santa Fe Brewing Company","Santa Fe"," NM","Lager"
"1817",6.6,86,"Happy Camper IPA","American IPA","Santa Fe Brewing Company","Santa Fe"," NM","Ale"
"1818",5,11,"Oval Beach Blonde Ale","American Blonde Ale","Saugatuck Brewing Company","Douglas"," MI","Ale"
"1819",6.5,17,"Oak Aged Cider","Cider","Schilling & Company","Seattle"," WA","Other"
"1820",6.5,17,"Ginger Cider","Cider","Schilling & Company","Seattle"," WA","Other"
"1821",6.5,17,"Schilling Hard Cider","Cider","Schilling & Company","Seattle"," WA","Other"
"1822",5,45,"Schlafly Yakima Wheat Ale","American Pale Wheat Ale","Schlafly Brewing Company","Saint Louis"," MO","Ale"
"1823",5,31,"Schlafly Black Lager","Schwarzbier","Schlafly Brewing Company","Saint Louis"," MO","Traditional Germanic"
"1824",4.5,30,"Schlafly IPA","American IPA","Schlafly Brewing Company","Saint Louis"," MO","Ale"
"1825",5,30,"Schlafly American Brown Ale","American Brown Ale","Schlafly Brewing Company","Saint Louis"," MO","Ale"
"1826",4.1,16,"Schlafly Hefeweizen","Hefeweizen","Schlafly Brewing Company","Saint Louis"," MO","Traditional Germanic"
"1827",4.5,17,"Schlafly Summer Lager","Munich Helles Lager","Schlafly Brewing Company","Saint Louis"," MO","Lager"
"1828",4.7,3,"Sea Dog Wild Blueberry Wheat Ale","Fruit / Vegetable Beer","Sea Dog Brewing Company","Portland"," ME","Other"
"1829",7.4,60,"Blur India Pale Ale","American IPA","Seabright Brewery","Santa Cruz"," CA","Ale"
"1830",6.5,17,"Dry Cider","Cider","Seattle Cider Company","Seattle"," WA","Other"
"1831",6.5,17,"Dry Hard Cider","Cider","Seattle Cider Company","Seattle"," WA","Other"
"1832",7,105,"Frankenlou's IPA","American IPA","Seven Brides Brewery","Silverton"," OR","Ale"
"1833",7,55,"Becky's Black Cat Porter","American Porter","Seven Brides Brewery","Silverton"," OR","Ale"
"1834",7.7,40,"Seventh Son of a Seventh Son","American Strong Ale","Seventh Son Brewing Company","Columbus"," OH","Ale"
"1835",5.3,20,"Stone Fort Brown Ale","English Brown Ale","Seventh Son Brewing Company","Columbus"," OH","Ale"
"1836",7.7,40,"Seventh Son Hopped Red Ale","American Amber / Red Ale","Seventh Son Brewing Company","Columbus"," OH","Ale"
"1837",6,53,"Humulus Nimbus Super Pale Ale","American Pale Ale (APA)","Seventh Son Brewing Company","Columbus"," OH","Ale"
"1838",7,68,"Golden Ratio IPA","American IPA","Seventh Son Brewing Company","Columbus"," OH","Ale"
"1839",6.8,54,"Black Hop IPA","American Black Ale","Shebeen Brewing Company","Wolcott"," CT","Ale"
"1840",5,19,"Archer's Ale (2004)","English Pale Ale","Sherwood Forest Brewers","Marlborough"," MA","Ale"
"1841",6.9,65,"Monkey Fist IPA","American IPA","Shipyard Brewing Company","Portland"," ME","Ale"
"1842",5.1,15,"Shipyard Summer Ale","American Pale Wheat Ale","Shipyard Brewing Company","Portland"," ME","Ale"
"1843",4.7,9,"Pumpkinhead Ale","Pumpkin Ale","Shipyard Brewing Company","Portland"," ME","Ale"
"1844",5.1,14,"Shipyard Export","American Blonde Ale","Shipyard Brewing Company","Portland"," ME","Ale"
"1845",5.2,26,"Nooner","German Pilsener","Sierra Nevada Brewing Company","Chico"," CA","Lager"
"1846",7.2,65,"Torpedo","American IPA","Sierra Nevada Brewing Company","Chico"," CA","Ale"
"1847",6,17,"Yonder Bock","Maibock / Helles Bock","Sierra Nevada Brewing Company","Chico"," CA","Traditional Germanic"
"1848",6,38,"CANfusion Rye Bock","Rye Beer","Sierra Nevada Brewing Company","Chico"," CA","Ale"
"1849",5.6,37,"Sierra Nevada Pale Ale","American Pale Ale (APA)","Sierra Nevada Brewing Company","Chico"," CA","Ale"
"1850",4.8,26,"Old Chico Crystal Wheat","American Pale Wheat Ale","Sierra Nevada Brewing Company","Chico"," CA","Ale"
"1851",5,28,"Summerfest","Czech Pilsener","Sierra Nevada Brewing Company","Chico"," CA","Lager"
"1852",7.2,65,"Torpedo","American IPA","Sierra Nevada Brewing Company","Chico"," CA","Ale"
"1853",5.6,37,"Sierra Nevada Pale Ale","American Pale Ale (APA)","Sierra Nevada Brewing Company","Chico"," CA","Ale"
"1854",6.9,20,"Sietsema Red Label","Cider","Sietsema Orchards and Cider Mill","Ada"," MI","Other"
"1855",4.2,9,"Bear Ass Brown","American Brown Ale","Silverton Brewery","Silverton"," CO","Ale"
"1856",6,30,"Red Mountain Ale","American Amber / Red Ale","Silverton Brewery","Silverton"," CO","Ale"
"1857",6.8,61,"Ice Pick Ale","American IPA","Silverton Brewery","Silverton"," CO","Ale"
"1858",10,52,"4Beans","Baltic Porter","Sixpoint Craft Ales","Brooklyn"," NY","Ale"
"1859",4.2,16,"Jammer","Gose","Sixpoint Craft Ales","Brooklyn"," NY","Traditional Germanic"
"1860",8,52,"Abigale","Belgian Pale Ale","Sixpoint Craft Ales","Brooklyn"," NY","Traditional Germanic"
"1861",3.2,7,"Rad","Fruit / Vegetable Beer","Sixpoint Craft Ales","Brooklyn"," NY","Other"
"1862",6.5,62,"Bengali","American IPA","Sixpoint Craft Ales","Brooklyn"," NY","Ale"
"1863",4.7,50,"Sensi Harvest","American Pale Ale (APA)","Sixpoint Craft Ales","Brooklyn"," NY","Ale"
"1864",9.9,111,"Hi-Res","American Double / Imperial IPA","Sixpoint Craft Ales","Brooklyn"," NY","Ale"
"1865",7,70,"Global Warmer","American Strong Ale","Sixpoint Craft Ales","Brooklyn"," NY","Ale"
"1866",6.7,74,"Autumnation (2013)","American IPA","Sixpoint Craft Ales","Brooklyn"," NY","Ale"
"1867",5.4,42,"The Crisp","German Pilsener","Sixpoint Craft Ales","Brooklyn"," NY","Lager"
"1868",5.2,34,"Sweet Action","Cream Ale","Sixpoint Craft Ales","Brooklyn"," NY","Ale"
"1869",6.3,57,"Righteous Ale","Rye Beer","Sixpoint Craft Ales","Brooklyn"," NY","Ale"
"1870",6.4,62,"Bengali Tiger","American IPA","Sixpoint Craft Ales","Brooklyn"," NY","Ale"
"1871",9.9,85,"3Beans","Baltic Porter","Sixpoint Craft Ales","Brooklyn"," NY","Ale"
"1872",5.9,47,"Brownstone","American Brown Ale","Sixpoint Craft Ales","Brooklyn"," NY","Ale"
"1873",5.2,11,"Apollo","American Pale Wheat Ale","Sixpoint Craft Ales","Brooklyn"," NY","Ale"
"1874",4.9,35,"Harbinger","Saison / Farmhouse Ale","Sixpoint Craft Ales","Brooklyn"," NY","Other"
"1875",9.1,103,"Resin","American Double / Imperial IPA","Sixpoint Craft Ales","Brooklyn"," NY","Ale"
"1876",6.3,69,"Diesel","American Stout","Sixpoint Craft Ales","Brooklyn"," NY","Ale"
"1877",6,48,"Autumnation (2011-12) (2011)","Pumpkin Ale","Sixpoint Craft Ales","Brooklyn"," NY","Ale"
"1878",5.4,42,"The Crisp (2011)","German Pilsener","Sixpoint Craft Ales","Brooklyn"," NY","Lager"
"1879",5.2,34,"Sweet Action (2011)","Cream Ale","Sixpoint Craft Ales","Brooklyn"," NY","Ale"
"1880",6.3,57,"Righteous Ale (2011)","Rye Beer","Sixpoint Craft Ales","Brooklyn"," NY","Ale"
"1881",6.4,62,"Bengali Tiger (2011)","American IPA","Sixpoint Craft Ales","Brooklyn"," NY","Ale"
"1882",4.5,47,"Rudie Session IPA","American IPA","Ska Brewing Company","Durango"," CO","Ale"
"1883",7.4,NA,"Taster's Choice","Doppelbock","Ska Brewing Company","Durango"," CO","Traditional Germanic"
"1884",6.8,65,"Modus Hoperandi","American IPA","Ska Brewing Company","Durango"," CO","Ale"
"1885",5.8,15,"Estival Cream Stout","American Stout","Ska Brewing Company","Durango"," CO","Ale"
"1886",5.8,30,"Vernal Minthe Stout","American Stout","Ska Brewing Company","Durango"," CO","Ale"
"1887",8,48,"Hibernal Vinifera Stout","Foreign / Export Stout","Ska Brewing Company","Durango"," CO","Ale"
"1888",NA,NA,"Autumnal Molé Stout","American Stout","Ska Brewing Company","Durango"," CO","Ale"
"1889",4.2,18,"Mexican Logger","American Pale Lager","Ska Brewing Company","Durango"," CO","Lager"
"1890",5.3,15,"True Blonde Ale","American Blonde Ale","Ska Brewing Company","Durango"," CO","Ale"
"1891",6.1,43,"Euphoria Pale Ale","American Pale Ale (APA)","Ska Brewing Company","Durango"," CO","Ale"
"1892",5.7,58,"ESB Special Ale","Extra Special / Strong Bitter (ESB)","Ska Brewing Company","Durango"," CO","Ale"
"1893",6.8,65,"Modus Hoperandi","American IPA","Ska Brewing Company","Durango"," CO","Ale"
"1894",5.8,39,"Iron Butt Red Ale","American Amber / Red Ale","Slanted Rock Brewing Company","Meridian"," ID","Ale"
"1895",7.1,92,"Initial Point India Pale Ale","American IPA","Slanted Rock Brewing Company","Meridian"," ID","Ale"
"1896",8.5,61,"Monkey Dancing On A Razor Blade","Belgian IPA","SlapShot Brewing Company","Chicago"," IL","Traditional Germanic"
"1897",8.2,12,"Tripel Deke","Tripel","SlapShot Brewing Company","Chicago"," IL","Traditional Germanic"
"1898",4.9,19,"Urban Wilderness Pale Ale","English Pale Ale","Sleeping Lady Brewing Company","Anchorage"," AK","Ale"
"1899",6,70,"Homefront IPA","American IPA","Sly Fox Brewing Company","Phoenixville"," PA","Ale"
"1900",5.5,16,"Sly Fox Christmas Ale 2013","Winter Warmer","Sly Fox Brewing Company","Pottstown"," PA","Ale"
"1901",5.6,25,"Grisette","Grisette","Sly Fox Brewing Company","Pottstown"," PA","Ale"
"1902",6.2,71,"360° India Pale Ale","American IPA","Sly Fox Brewing Company","Pottstown"," PA","Ale"
"1903",4.9,18,"Helles Golden Lager","Munich Helles Lager","Sly Fox Brewing Company","Pottstown"," PA","Lager"
"1904",5.5,16,"Sly Fox Christmas Ale 2012 (2012)","Winter Warmer","Sly Fox Brewing Company","Pottstown"," PA","Ale"
"1905",8.4,90,"Odyssey Imperial IPA","American Double / Imperial IPA","Sly Fox Brewing Company","Pottstown"," PA","Ale"
"1906",5.8,25,"Oktoberfest Lager","Märzen / Oktoberfest","Sly Fox Brewing Company","Pottstown"," PA","Traditional Germanic"
"1907",7,113,"113 IPA","American IPA","Sly Fox Brewing Company","Pottstown"," PA","Ale"
"1908",5.3,21,"Dunkel Lager","Munich Dunkel Lager","Sly Fox Brewing Company","Pottstown"," PA","Traditional Germanic"
"1909",5.6,11,"Royal Weisse Ale","Hefeweizen","Sly Fox Brewing Company","Pottstown"," PA","Traditional Germanic"
"1910",4.9,44,"Pikeland Pils","German Pilsener","Sly Fox Brewing Company","Pottstown"," PA","Lager"
"1911",5.1,40,"Phoenix Pale Ale","American Pale Ale (APA)","Sly Fox Brewing Company","Pottstown"," PA","Ale"
"1912",7,88,"Rule G IPA","American IPA","Smartmouth Brewing Company","Norfolk"," VA","Ale"
"1913",5.8,35,"Murphy's Law","American Amber / Red Ale","Smartmouth Brewing Company","Norfolk"," VA","Ale"
"1914",6.2,33,"Alter Ego ","Saison / Farmhouse Ale","Smartmouth Brewing Company","Norfolk"," VA","Other"
"1915",5,16,"Monarch Pilsner","American Pilsner","Snake River Brewing Company","Jackson"," WY","Lager"
"1916",6,55,"Snow King Pale Ale","American Pale Ale (APA)","Snake River Brewing Company","Jackson"," WY","Ale"
"1917",5.4,36,"Zonker Stout","Foreign / Export Stout","Snake River Brewing Company","Jackson"," WY","Ale"
"1918",5,22,"OB-1 Organic Ale","English Brown Ale","Snake River Brewing Company","Jackson"," WY","Ale"
"1919",5,18,"Snake River Lager","Vienna Lager","Snake River Brewing Company","Jackson"," WY","Lager"
"1920",5.2,32,"Snake River Pale Ale","American Pale Ale (APA)","Snake River Brewing Company","Jackson"," WY","Ale"
"1921",6.8,60,"Pako’s EyePA","American IPA","Snake River Brewing Company","Jackson"," WY","Ale"
"1922",5,43,"Thanksgiving Ale","Kölsch","Sockeye Brewing Company","Boise"," ID","Traditional Germanic"
"1923",9.2,112,"Double Dagger Imperial IPA","American Double / Imperial IPA","Sockeye Brewing Company","Boise"," ID","Ale"
"1924",6.3,100,"Dagger Falls IPA","American IPA","Sockeye Brewing Company","Boise"," ID","Ale"
"1925",6.3,100,"Dagger Falls IPA","American IPA","Sockeye Brewing Company","Boise"," ID","Ale"
"1926",6,45,"Socktoberfest","Märzen / Oktoberfest","Sockeye Brewing Company","Boise"," ID","Traditional Germanic"
"1927",7.9,102,"Hopnoxious Imperial IPA","American Double / Imperial IPA","Sockeye Brewing Company","Boise"," ID","Ale"
"1928",9.9,84,"Barrel Aged Seven Devils Imperial Stout","American Double / Imperial Stout","Sockeye Brewing Company","Boise"," ID","Ale"
"1929",5.5,41,"Boise Co-Op Two Score Ale","Saison / Farmhouse Ale","Sockeye Brewing Company","Boise"," ID","Other"
"1930",5,32,"Sockeye Belgian Style Summer Ale","Witbier","Sockeye Brewing Company","Boise"," ID","Traditional Germanic"
"1931",6.4,43,"Sockeye Maibock","Maibock / Helles Bock","Sockeye Brewing Company","Boise"," ID","Traditional Germanic"
"1932",9.9,100,"Old Devil's Tooth","American Barleywine","Sockeye Brewing Company","Boise"," ID","Ale"
"1933",4.3,32,"Galena Golden","American Blonde Ale","Sockeye Brewing Company","Boise"," ID","Ale"
"1934",5.2,32,"Hell-Diver Pale Ale","American Pale Ale (APA)","Sockeye Brewing Company","Boise"," ID","Ale"
"1935",4.6,12,"Woolybugger Wheat","American Pale Wheat Ale","Sockeye Brewing Company","Boise"," ID","Ale"
"1936",5.7,45,"Power House Porter","American Porter","Sockeye Brewing Company","Boise"," ID","Ale"
"1937",8.4,90,"Winterfest","American Strong Ale","Sockeye Brewing Company","Boise"," ID","Ale"
"1938",6.3,100,"Dagger Falls IPA","American IPA","Sockeye Brewing Company","Boise"," ID","Ale"
"1939",7,18,"LuckenBock","Bock","South Austin Brewery","South Austin"," TX","Ale"
"1940",5.5,40,"Texas Pale Ale (TPA)","American IPA","South Austin Brewery","South Austin"," TX","Ale"
"1941",8,27,"6 String Saison","Saison / Farmhouse Ale","South Austin Brewery","South Austin"," TX","Other"
"1942",5,22,"Kol' Beer","Kölsch","South Austin Brewery","South Austin"," TX","Traditional Germanic"
"1943",3.5,7,"Montauk Light","Light Lager","Southampton Publick House","Southampton"," NY","Lager"
"1944",4.8,32,"Na Zdraví Pilsner","Czech Pilsener","Southern Oregon Brewing Company","Medford"," OR","Lager"
"1945",5.5,65,"Nice Rack IPA","American IPA","Southern Oregon Brewing Company","Medford"," OR","Ale"
"1946",7.5,72,"2014 IPA Cicada Series","American IPA","Southern Prohibition Brewing Com...","Hattiesburg"," MS","Ale"
"1947",7.7,65,"Sinister Minister Black IPA","American IPA","Southern Prohibition Brewing Com...","Hattiesburg"," MS","Ale"
"1948",5.3,45,"Jack the Sipper","Extra Special / Strong Bitter (ESB)","Southern Prohibition Brewing Com...","Hattiesburg"," MS","Ale"
"1949",5.8,60,"Devil's Harvest Extra Pale Ale","American Pale Ale (APA)","Southern Prohibition Brewing Com...","Hattiesburg"," MS","Ale"
"1950",5,20,"Suzy B Dirty Blonde Ale","American Blonde Ale","Southern Prohibition Brewing Com...","Hattiesburg"," MS","Ale"
"1951",8,80,"Mississippi Fire Ant","American Amber / Red Ale","Southern Prohibition Brewing Com...","Hattiesburg"," MS","Ale"
"1952",5.8,40,"Hipster Breakfast","Oatmeal Stout","Southern Prohibition Brewing Com...","Hattiesburg"," MS","Ale"
"1953",5,20,"Suzy B Dirty Blonde Ale","American Blonde Ale","Southern Prohibition Brewing Com...","Hattiesburg"," MS","Ale"
"1954",5.8,60,"Devil's Harvest Extra Pale Ale","American Pale Ale (APA)","Southern Prohibition Brewing Com...","Hattiesburg"," MS","Ale"
"1955",6.5,45,"Pine Belt Pale Ale","American Pale Ale (APA)","Southern Star Brewing Company","Conroe"," TX","Ale"
"1956",5.5,26,"Walloon","Saison / Farmhouse Ale","Southern Star Brewing Company","Conroe"," TX","Other"
"1957",6.9,23,"Le Mort Vivant","Bière de Garde","Southern Star Brewing Company","Conroe"," TX","Ale"
"1958",8.5,110,"Red Cockaded Ale","American Double / Imperial IPA","Southern Star Brewing Company","Conroe"," TX","Ale"
"1959",9.2,100,"Valkyrie Double IPA","American Double / Imperial IPA","Southern Star Brewing Company","Conroe"," TX","Ale"
"1960",8.5,110,"Red Cockaded Ale (2013)","American Double / Imperial IPA","Southern Star Brewing Company","Conroe"," TX","Ale"
"1961",7.2,40,"Old Potentate","Old Ale","Southern Star Brewing Company","Conroe"," TX","Ale"
"1962",5,20,"Bombshell Blonde","American Blonde Ale","Southern Star Brewing Company","Conroe"," TX","Ale"
"1963",9.9,100,"PRO-AM (2012) (2012)","American Double / Imperial IPA","Southern Star Brewing Company","Conroe"," TX","Ale"
"1964",5.5,26,"Walloon (2014)","Saison / Farmhouse Ale","Southern Star Brewing Company","Conroe"," TX","Other"
"1965",6.9,23,"Le Mort Vivant (2011)","Bière de Garde","Southern Star Brewing Company","Conroe"," TX","Ale"
"1966",8.3,50,"Buried Hatchet Stout","Foreign / Export Stout","Southern Star Brewing Company","Conroe"," TX","Ale"
"1967",6.5,45,"Pine Belt Pale Ale","American Pale Ale (APA)","Southern Star Brewing Company","Conroe"," TX","Ale"
"1968",5,20,"Bombshell Blonde","American Blonde Ale","Southern Star Brewing Company","Conroe"," TX","Ale"
"1969",4.7,35,"Baby Daddy Session IPA","American IPA","Speakasy Ales & Lagers","San Francisco"," CA","Ale"
"1970",NA,NA,"Hopluia (2004)","English India Pale Ale (IPA)","Spilker Ales","Cortland"," NE","Ale"
"1971",5.8,39,"Ball & Chain (2014)","American Pale Ale (APA)","Spiteful Brewing Company","Chicago"," IL","Ale"
"1972",9.6,88,"Bitter Biker Double IPA","American Double / Imperial IPA","Spiteful Brewing Company","Chicago"," IL","Ale"
"1973",8.2,37,"God Damn Pigeon Porter","American Porter","Spiteful Brewing Company","Chicago"," IL","Ale"
"1974",7.9,76,"Working for the Weekend","American Double / Imperial IPA","Spiteful Brewing Company","Chicago"," IL","Ale"
"1975",6,30,"Angry Adam","American Amber / Red Ale","Spiteful Brewing Company","Chicago"," IL","Ale"
"1976",5.5,25,"Freedom Fries","American Stout","Spiteful Brewing Company","Chicago"," IL","Ale"
"1977",9.6,88,"Bitter Biker Double IPA","American Double / Imperial IPA","Spiteful Brewing Company","Chicago"," IL","Ale"
"1978",7.3,49,"Ghost Bike Pale Ale","American Pale Ale (APA)","Spiteful Brewing Company","Chicago"," IL","Ale"
"1979",6.2,57,"Spiteful IPA","American IPA","Spiteful Brewing Company","Chicago"," IL","Ale"
"1980",6,40,"Alley Time","American Pale Ale (APA)","Spiteful Brewing Company","Chicago"," IL","Ale"
"1981",5.8,24,"Fat Badger","Irish Red Ale","Spiteful Brewing Company","Chicago"," IL","Ale"
"1982",5.5,16,"In the Weeds","American Pale Wheat Ale","Spiteful Brewing Company","Chicago"," IL","Ale"
"1983",5,22,"Special Amber","Vienna Lager","Sprecher Brewing Company","Glendale"," WI","Lager"
"1984",5,22,"Special Amber","Vienna Lager","Sprecher Brewing Company","Glendale"," WI","Lager"
"1985",5.6,37,"Seven Gates Pale Ale","American Pale Ale (APA)","Spring House Brewing Company","Conestoga"," PA","Ale"
"1986",5.2,7,"Gunga Din","Cider","St. Julian Winery","Paw Paw"," MI","Other"
"1987",4.2,20,"Starr Pils","German Pilsener","Starr Hill Brewery","Crozet"," VA","Lager"
"1988",6.5,52,"Northern Lights India Pale Ale","American IPA","Starr Hill Brewery","Crozet"," VA","Ale"
"1989",4.8,12,"Festie","Märzen / Oktoberfest","Starr Hill Brewery","Crozet"," VA","Traditional Germanic"
"1990",6.5,52,"Northern Lights India Pale Ale","American IPA","Starr Hill Brewery","Crozet"," VA","Ale"
"1991",6.5,65,"Third Eye Enlightened Pale Ale","American Pale Ale (APA)","Steamworks Brewing Company","Durango"," CO","Ale"
"1992",4.9,17,"Colorado Kölsch","Kölsch","Steamworks Brewing Company","Durango"," CO","Traditional Germanic"
"1993",5.7,25,"Steam Engine Lager","American Amber / Red Lager","Steamworks Brewing Company","Durango"," CO","Lager"
"1994",6.5,65,"Third Eye Pale Ale","American IPA","Steamworks Brewing Company","Durango"," CO","Ale"
"1995",4.7,9,"Point Special (Current)","American Adjunct Lager","Stevens Point Brewery","Stevens Point"," WI","Lager"
"1996",4.7,9,"Point Special","American Adjunct Lager","Stevens Point Brewery","Stevens Point"," WI","Lager"
"1997",5.4,33,"Point Cascade Pale Ale (2013)","American Pale Ale (APA)","Stevens Point Brewery","Stevens Point"," WI","Ale"
"1998",4.7,9,"Point Special","American Adjunct Lager","Stevens Point Brewery","Stevens Point"," WI","Lager"
"1999",5.2,9,"Onyx Black Ale","American Black Ale","Stevens Point Brewery","Stevens Point"," WI","Ale"
"2000",6.3,64,"Beyond The Pale IPA","American IPA","Stevens Point Brewery","Stevens Point"," WI","Ale"
"2001",4.7,9,"Point Special (2013)","American Adjunct Lager","Stevens Point Brewery","Stevens Point"," WI","Lager"
"2002",4.7,9,"Point Special (2012)","American Adjunct Lager","Stevens Point Brewery","Stevens Point"," WI","Lager"
"2003",4.7,9,"Point Special Lager","American Adjunct Lager","Stevens Point Brewery","Stevens Point"," WI","Lager"
"2004",6.2,5,"St. Benedict's Winter Ale","Winter Warmer","Stevens Point Brewery","Stevens Point"," WI","Ale"
"2005",5.7,15,"Point Oktoberfest","Märzen / Oktoberfest","Stevens Point Brewery","Stevens Point"," WI","Traditional Germanic"
"2006",5.2,7,"Point Nude Beach Summer Wheat","American Pale Wheat Ale","Stevens Point Brewery","Stevens Point"," WI","Ale"
"2007",5,7,"Point Nude Beach Summer Wheat","American Pale Wheat Ale","Stevens Point Brewery","Stevens Point"," WI","Ale"
"2008",5,7,"Point Nude Beach Summer Wheat (2011)","American Pale Wheat Ale","Stevens Point Brewery","Stevens Point"," WI","Ale"
"2009",3.5,21,"Drop Dead Blonde","American Blonde Ale","Stevens Point Brewery","Stevens Point"," WI","Ale"
"2010",4.9,13,"Three Kings Ale","Kölsch","Stevens Point Brewery","Stevens Point"," WI","Traditional Germanic"
"2011",5.7,15,"Point Oktoberfest","Märzen / Oktoberfest","Stevens Point Brewery","Stevens Point"," WI","Traditional Germanic"
"2012",5.4,32,"2012 Black Ale","American Brown Ale","Stevens Point Brewery","Stevens Point"," WI","Ale"
"2013",5,7,"Point Nude Beach Summer Wheat (2010)","American Pale Wheat Ale","Stevens Point Brewery","Stevens Point"," WI","Ale"
"2014",5.4,33,"Point Cascade Pale Ale","American Pale Ale (APA)","Stevens Point Brewery","Stevens Point"," WI","Ale"
"2015",4.7,14,"Point Amber Classic","American Amber / Red Lager","Stevens Point Brewery","Stevens Point"," WI","Lager"
"2016",4.7,9,"Point Special Lager","American Adjunct Lager","Stevens Point Brewery","Stevens Point"," WI","Lager"
"2017",5.1,31,"Wisco Disco","American Amber / Red Ale","Stillmank Beer Company","Green Bay"," WI","Ale"
"2018",5,41,"Brontide","American Black Ale","Stillwater Artisanal Ales","Baltimore"," MD","Ale"
"2019",5,41,"Brontide","American Black Ale","Stillwater Artisanal Ales","Baltimore"," MD","Ale"
"2020",4.5,7,"Classique","Saison / Farmhouse Ale","Stillwater Artisanal Ales","Baltimore"," MD","Other"
"2021",4.5,7,"Sunsplash Golden Ale (2004)","American Blonde Ale","Stone Coast Brewing Company","Portland"," ME","Ale"
"2022",5.1,25,"Sand Island Lighthouse","Kölsch","Straight to Ale","Huntsville"," AL","Traditional Germanic"
"2023",5,30,"Lily Flagg Milk Stout","Milk / Sweet Stout","Straight to Ale","Huntsville"," AL","Ale"
"2024",7.2,70,"Monkeynaut IPA","American IPA","Straight to Ale","Huntsville"," AL","Ale"
"2025",5,13,"Straub Beer (Current)","American Adjunct Lager","Straub Brewery","St Mary's"," PA","Lager"
"2026",4.1,8,"American Lager","American Adjunct Lager","Straub Brewery","St Mary's"," PA","Lager"
"2027",4.1,8,"American Amber","American Amber / Red Lager","Straub Brewery","St Mary's"," PA","Lager"
"2028",3.2,13,"American Light","Light Lager","Straub Brewery","St Mary's"," PA","Lager"
"2029",5.3,49,"Extra Pale Ale","American Pale Ale (APA)","Summit Brewing Company","St Paul"," MN","Ale"
"2030",5.3,40,"Make It So","Extra Special / Strong Bitter (ESB)","Summit Brewing Company","St. Paul"," MN","Ale"
"2031",4.7,55,"Hopvale Organic Ale","American Pale Ale (APA)","Summit Brewing Company","St. Paul"," MN","Ale"
"2032",8.3,100,"Unchained #18 Hop Silo","American Double / Imperial IPA","Summit Brewing Company","St. Paul"," MN","Ale"
